Origin,Airline,Time,On_Time,Late,Probability_Late
ALB,WN,3,48,28,0.3684210526315789
ALB,AA,1,0,0,
ALB,AA,2,0,0,
ALB,AA,3,0,0,
ALB,US,1,0,0,
ALB,US,2,0,0,
ALB,US,3,0,0,
ALB,DL,1,0,0,
ALB,DL,2,0,0,
ALB,DL,3,0,0,
ALB,NK,1,0,0,
ALB,NK,2,0,0,
ALB,NK,3,0,0,
ALB,VX,1,0,0,
ALB,VX,2,0,0,
ALB,VX,3,0,0,
ALB,AS,1,0,0,
ALB,AS,2,0,0,
ALB,AS,3,0,0,
ALB,EV,1,0,0,
ALB,EV,2,0,0,
ALB,EV,3,0,0,
ACY,F9,1,0,0,
ACY,F9,2,0,0,
ACY,F9,3,0,0,
ACY,UA,1,0,0,
ACY,UA,2,0,0,
ACY,UA,3,0,0,
ACY,B6,1,0,0,
ACY,B6,2,0,0,
ACY,B6,3,0,0,
ACY,WN,1,0,0,
ACY,WN,2,0,0,
ACY,WN,3,0,0,
ACY,AA,1,0,0,
ACY,AA,2,0,0,
ACY,AA,3,0,0,
ACY,US,1,0,0,
ACY,US,2,0,0,
ACY,US,3,0,0,
ACY,DL,1,0,0,
ACY,DL,2,0,0,
ACY,DL,3,0,0,
ACY,NK,1,243,81,0.25
ACY,NK,2,71,66,0.48175182481751827
ACY,NK,3,155,178,0.5345345345345346
ACY,VX,1,0,0,
ACY,VX,2,0,0,
ACY,VX,3,0,0,
ACY,AS,1,0,0,
ACY,AS,2,0,0,
ACY,AS,3,0,0,
ACY,EV,1,0,0,
ACY,EV,2,0,0,
ACY,EV,3,0,0,
MHT,F9,1,0,0,
MHT,F9,2,0,0,
MHT,F9,3,0,0,
MHT,UA,1,0,0,
MHT,UA,2,0,0,
MHT,UA,3,0,0,
MHT,B6,1,0,0,
MHT,B6,2,0,0,
MHT,B6,3,0,0,
MHT,WN,1,292,33,0.10153846153846154
MHT,WN,2,218,71,0.24567474048442905
MHT,WN,3,35,55,0.6111111111111112
MHT,AA,1,0,0,
MHT,AA,2,0,0,
MHT,AA,3,0,0,
MHT,US,1,0,0,
MHT,US,2,0,0,
MHT,US,3,0,0,
MHT,DL,1,0,0,
MHT,DL,2,0,0,
MHT,DL,3,0,0,
MHT,NK,1,0,0,
MHT,NK,2,0,0,
MHT,NK,3,0,0,
MHT,VX,1,0,0,
MHT,VX,2,0,0,
MHT,VX,3,0,0,
MHT,AS,1,0,0,
MHT,AS,2,0,0,
MHT,AS,3,0,0,
MHT,EV,1,0,0,
MHT,EV,2,0,0,
MHT,EV,3,0,0,
HOU,F9,1,0,0,
HOU,F9,2,0,0,
HOU,F9,3,0,0,
HOU,UA,1,0,0,
HOU,UA,2,0,0,
HOU,UA,3,0,0,
HOU,B6,1,0,0,
HOU,B6,2,0,0,
HOU,B6,3,0,0,
HOU,WN,1,223,55,0.19784172661870503
HOU,WN,2,275,316,0.5346869712351946
HOU,WN,3,184,346,0.6528301886792452
HOU,AA,1,0,0,
HOU,AA,2,0,0,
HOU,AA,3,0,0,
HOU,US,1,0,0,
HOU,US,2,0,0,
HOU,US,3,0,0,
HOU,DL,1,0,0,
HOU,DL,2,0,0,
HOU,DL,3,0,0,
HOU,NK,1,0,0,
HOU,NK,2,0,0,
HOU,NK,3,0,0,
HOU,VX,1,0,0,
HOU,VX,2,0,0,
HOU,VX,3,0,0,
HOU,AS,1,0,0,
HOU,AS,2,0,0,
HOU,AS,3,0,0,
HOU,EV,1,0,0,
HOU,EV,2,0,0,
HOU,EV,3,0,0,
MEM,F9,1,0,0,
MEM,F9,2,0,0,
MEM,F9,3,0,0,
MEM,UA,1,0,0,
MEM,UA,2,0,0,
MEM,UA,3,0,0,
MEM,B6,1,0,0,
MEM,B6,2,0,0,
MEM,B6,3,0,0,
MEM,WN,1,27,11,0.2894736842105263
MEM,WN,2,218,106,0.3271604938271605
MEM,WN,3,7,7,0.5
MEM,AA,1,0,0,
MEM,AA,2,0,0,
MEM,AA,3,0,0,
MEM,US,1,0,0,
MEM,US,2,0,0,
MEM,US,3,0,0,
MEM,DL,1,3,1,0.25
MEM,DL,2,0,0,
MEM,DL,3,0,0,
MEM,NK,1,0,0,
MEM,NK,2,0,0,
MEM,NK,3,0,0,
MEM,VX,1,0,0,
MEM,VX,2,0,0,
MEM,VX,3,0,0,
MEM,AS,1,0,0,
MEM,AS,2,0,0,
MEM,AS,3,0,0,
MEM,EV,1,2,1,0.3333333333333333
MEM,EV,2,0,0,
MEM,EV,3,0,0,
ISP,F9,1,0,0,
ISP,F9,2,0,0,
ISP,F9,3,0,0,
ISP,UA,1,0,0,
ISP,UA,2,0,0,
ISP,UA,3,0,0,
ISP,B6,1,0,0,
ISP,B6,2,0,0,
ISP,B6,3,0,0,
ISP,WN,1,269,40,0.12944983818770225
ISP,WN,2,293,118,0.2871046228710462
ISP,WN,3,196,144,0.4235294117647059
ISP,AA,1,0,0,
ISP,AA,2,0,0,
ISP,AA,3,0,0,
ISP,US,1,0,0,
ISP,US,2,0,0,
ISP,US,3,0,0,
ISP,DL,1,0,0,
ISP,DL,2,0,0,
ISP,DL,3,0,0,
ISP,NK,1,0,0,
ISP,NK,2,0,0,
ISP,NK,3,0,0,
ISP,VX,1,0,0,
ISP,VX,2,0,0,
ISP,VX,3,0,0,
ISP,AS,1,0,0,
ISP,AS,2,0,0,
ISP,AS,3,0,0,
ISP,EV,1,0,0,
ISP,EV,2,0,0,
ISP,EV,3,0,0,
IAH,F9,1,0,0,
IAH,F9,2,3,10,0.7692307692307693
IAH,F9,3,0,0,
IAH,UA,1,296,105,0.26184538653366585
IAH,UA,2,751,650,0.46395431834404
IAH,UA,3,166,279,0.6269662921348315
IAH,B6,1,0,0,
IAH,B6,2,0,0,
IAH,B6,3,0,0,
IAH,WN,1,0,0,
IAH,WN,2,0,0,
IAH,WN,3,0,0,
IAH,AA,1,0,0,
IAH,AA,2,0,0,
IAH,AA,3,0,0,
IAH,US,1,0,0,
IAH,US,2,0,0,
IAH,US,3,0,0,
IAH,DL,1,0,0,
IAH,DL,2,0,0,
IAH,DL,3,0,0,
IAH,NK,1,69,81,0.54
IAH,NK,2,61,127,0.675531914893617
IAH,NK,3,2,10,0.8333333333333334
IAH,VX,1,0,0,
IAH,VX,2,0,0,
IAH,VX,3,0,0,
IAH,AS,1,0,0,
IAH,AS,2,0,0,
IAH,AS,3,0,0,
IAH,EV,1,0,0,
IAH,EV,2,0,0,
IAH,EV,3,0,0,
DTW,F9,1,0,0,
DTW,F9,2,32,9,0.21951219512195122
DTW,F9,3,0,0,
DTW,UA,1,0,0,
DTW,UA,2,0,0,
DTW,UA,3,0,0,
DTW,B6,1,0,0,
DTW,B6,2,0,0,
DTW,B6,3,0,0,
DTW,WN,1,0,0,
DTW,WN,2,1,0,0.0
DTW,WN,3,0,0,
DTW,AA,1,0,0,
DTW,AA,2,0,0,
DTW,AA,3,0,0,
DTW,US,1,0,0,
DTW,US,2,0,0,
DTW,US,3,0,0,
DTW,DL,1,203,128,0.3867069486404834
DTW,DL,2,679,306,0.31065989847715736
DTW,DL,3,384,273,0.4155251141552511
DTW,NK,1,159,90,0.3614457831325301
DTW,NK,2,161,201,0.5552486187845304
DTW,NK,3,7,2,0.2222222222222222
DTW,VX,1,0,0,
DTW,VX,2,0,0,
DTW,VX,3,0,0,
DTW,AS,1,0,0,
DTW,AS,2,0,0,
DTW,AS,3,0,0,
DTW,EV,1,0,0,
DTW,EV,2,0,0,
DTW,EV,3,0,0,
BOS,F9,1,0,0,
BOS,F9,2,0,0,
BOS,F9,3,0,0,
BOS,UA,1,0,0,
BOS,UA,2,0,0,
BOS,UA,3,0,0,
BOS,B6,1,370,124,0.25101214574898784
BOS,B6,2,620,399,0.3915603532875368
BOS,B6,3,316,417,0.5688949522510232
BOS,WN,1,6,8,0.5714285714285714
BOS,WN,2,4,4,0.5
BOS,WN,3,1,0,0.0
BOS,AA,1,0,0,
BOS,AA,2,0,0,
BOS,AA,3,0,0,
BOS,US,1,0,0,
BOS,US,2,0,0,
BOS,US,3,0,0,
BOS,DL,1,256,40,0.13513513513513514
BOS,DL,2,126,125,0.49800796812749004
BOS,DL,3,21,15,0.4166666666666667
BOS,NK,1,0,0,
BOS,NK,2,0,0,
BOS,NK,3,0,0,
BOS,VX,1,0,0,
BOS,VX,2,0,0,
BOS,VX,3,0,0,
BOS,AS,1,0,0,
BOS,AS,2,0,0,
BOS,AS,3,0,0,
BOS,EV,1,0,0,
BOS,EV,2,0,0,
BOS,EV,3,0,0,
MCI,F9,1,0,0,
MCI,F9,2,0,0,
MCI,F9,3,0,0,
MCI,UA,1,0,0,
MCI,UA,2,0,0,
MCI,UA,3,0,0,
MCI,B6,1,0,0,
MCI,B6,2,0,0,
MCI,B6,3,0,0,
MCI,WN,1,278,52,0.15757575757575756
MCI,WN,2,201,138,0.40707964601769914
MCI,WN,3,119,115,0.49145299145299143
MCI,AA,1,0,0,
MCI,AA,2,0,0,
MCI,AA,3,0,0,
MCI,US,1,0,0,
MCI,US,2,0,0,
MCI,US,3,0,0,
MCI,DL,1,0,0,
MCI,DL,2,0,1,1.0
MCI,DL,3,0,0,
MCI,NK,1,0,0,
MCI,NK,2,0,0,
MCI,NK,3,0,0,
MCI,VX,1,0,0,
MCI,VX,2,0,0,
MCI,VX,3,0,0,
MCI,AS,1,0,0,
MCI,AS,2,0,0,
MCI,AS,3,0,0,
MCI,EV,1,0,0,
MCI,EV,2,3,2,0.4
MCI,EV,3,0,0,
STL,F9,1,58,19,0.24675324675324675
STL,F9,2,30,18,0.375
STL,F9,3,39,36,0.48
STL,UA,1,0,0,
STL,UA,2,0,0,
STL,UA,3,0,0,
STL,B6,1,0,0,
STL,B6,2,0,0,
STL,B6,3,0,0,
STL,WN,1,272,33,0.10819672131147541
STL,WN,2,396,224,0.36129032258064514
STL,WN,3,218,186,0.4603960396039604
STL,AA,1,0,0,
STL,AA,2,0,0,
STL,AA,3,0,0,
STL,US,1,0,0,
STL,US,2,0,0,
STL,US,3,0,0,
STL,DL,1,0,0,
STL,DL,2,0,0,
STL,DL,3,0,0,
STL,NK,1,0,0,
STL,NK,2,0,0,
STL,NK,3,0,0,
STL,VX,1,0,0,
STL,VX,2,0,0,
STL,VX,3,0,0,
STL,AS,1,0,0,
STL,AS,2,0,0,
STL,AS,3,0,0,
STL,EV,1,0,0,
STL,EV,2,0,0,
STL,EV,3,0,0,
BDL,F9,1,0,0,
BDL,F9,2,0,0,
BDL,F9,3,0,0,
BDL,UA,1,0,0,
BDL,UA,2,0,0,
BDL,UA,3,0,0,
BDL,B6,1,126,39,0.23636363636363636
BDL,B6,2,127,55,0.3021978021978022
BDL,B6,3,167,173,0.5088235294117647
BDL,WN,1,267,47,0.14968152866242038
BDL,WN,2,360,127,0.26078028747433263
BDL,WN,3,82,64,0.4383561643835616
BDL,AA,1,0,0,
BDL,AA,2,0,0,
BDL,AA,3,0,0,
BDL,US,1,0,0,
BDL,US,2,0,0,
BDL,US,3,0,0,
BDL,DL,1,0,0,
BDL,DL,2,0,0,
BDL,DL,3,0,0,
BDL,NK,1,0,0,
BDL,NK,2,0,0,
BDL,NK,3,0,0,
BDL,VX,1,0,0,
BDL,VX,2,0,0,
BDL,VX,3,0,0,
BDL,AS,1,0,0,
BDL,AS,2,0,0,
BDL,AS,3,0,0,
BDL,EV,1,19,7,0.2692307692307692
BDL,EV,2,0,6,1.0
BDL,EV,3,1,0,0.0
MSY,F9,1,0,0,
MSY,F9,2,0,0,
MSY,F9,3,0,0,
MSY,UA,1,0,0,
MSY,UA,2,0,0,
MSY,UA,3,0,0,
MSY,B6,1,0,0,
MSY,B6,2,0,0,
MSY,B6,3,0,0,
MSY,WN,1,218,55,0.20146520146520147
MSY,WN,2,357,203,0.3625
MSY,WN,3,148,160,0.5194805194805194
MSY,AA,1,0,0,
MSY,AA,2,0,0,
MSY,AA,3,0,0,
MSY,US,1,0,0,
MSY,US,2,0,0,
MSY,US,3,0,0,
MSY,DL,1,0,0,
MSY,DL,2,0,0,
MSY,DL,3,0,0,
MSY,NK,1,0,0,
MSY,NK,2,0,0,
MSY,NK,3,0,0,
MSY,VX,1,0,0,
MSY,VX,2,0,0,
MSY,VX,3,0,0,
MSY,AS,1,0,0,
MSY,AS,2,0,0,
MSY,AS,3,0,0,
MSY,EV,1,0,0,
MSY,EV,2,0,0,
MSY,EV,3,0,0,
IND,F9,1,0,0,
IND,F9,2,46,13,0.22033898305084745
IND,F9,3,0,2,1.0
IND,UA,1,0,0,
IND,UA,2,0,0,
IND,UA,3,0,0,
IND,B6,1,0,0,
IND,B6,2,0,0,
IND,B6,3,0,0,
IND,WN,1,263,51,0.1624203821656051
IND,WN,2,479,222,0.3166904422253923
IND,WN,3,127,86,0.40375586854460094
IND,AA,1,0,0,
IND,AA,2,0,0,
IND,AA,3,0,0,
IND,US,1,0,0,
IND,US,2,0,0,
IND,US,3,0,0,
IND,DL,1,0,0,
IND,DL,2,0,0,
IND,DL,3,0,0,
IND,NK,1,0,0,
IND,NK,2,0,0,
IND,NK,3,0,0,
IND,VX,1,0,0,
IND,VX,2,0,0,
IND,VX,3,0,0,
IND,AS,1,0,0,
IND,AS,2,0,0,
IND,AS,3,0,0,
IND,EV,1,0,0,
IND,EV,2,0,0,
IND,EV,3,0,0,
DAL,F9,1,0,0,
DAL,F9,2,0,0,
DAL,F9,3,0,0,
DAL,UA,1,0,0,
DAL,UA,2,0,0,
DAL,UA,3,0,0,
DAL,B6,1,0,0,
DAL,B6,2,0,0,
DAL,B6,3,0,0,
DAL,WN,1,210,62,0.22794117647058823
DAL,WN,2,254,192,0.4304932735426009
DAL,WN,3,120,176,0.5945945945945946
DAL,AA,1,0,0,
DAL,AA,2,0,0,
DAL,AA,3,0,0,
DAL,US,1,0,0,
DAL,US,2,0,0,
DAL,US,3,0,0,
DAL,DL,1,0,0,
DAL,DL,2,0,0,
DAL,DL,3,0,0,
DAL,NK,1,0,0,
DAL,NK,2,0,0,
DAL,NK,3,0,0,
DAL,VX,1,0,0,
DAL,VX,2,0,0,
DAL,VX,3,0,0,
DAL,AS,1,0,0,
DAL,AS,2,0,0,
DAL,AS,3,0,0,
DAL,EV,1,0,0,
DAL,EV,2,0,0,
DAL,EV,3,0,0,
CLT,F9,1,0,0,
CLT,F9,2,0,0,
CLT,F9,3,0,0,
CLT,UA,1,0,0,
CLT,UA,2,0,0,
CLT,UA,3,0,0,
CLT,B6,1,0,0,
CLT,B6,2,0,0,
CLT,B6,3,0,0,
CLT,WN,1,0,0,
CLT,WN,2,2,2,0.5
CLT,WN,3,0,0,
CLT,AA,1,166,119,0.41754385964912283
CLT,AA,2,318,377,0.5424460431654676
CLT,AA,3,137,223,0.6194444444444445
CLT,US,1,174,171,0.4956521739130435
CLT,US,2,498,335,0.4021608643457383
CLT,US,3,178,257,0.5908045977011495
CLT,DL,1,0,0,
CLT,DL,2,0,0,
CLT,DL,3,0,0,
CLT,NK,1,0,0,
CLT,NK,2,0,0,
CLT,NK,3,0,0,
CLT,VX,1,0,0,
CLT,VX,2,0,0,
CLT,VX,3,0,0,
CLT,AS,1,0,0,
CLT,AS,2,0,0,
CLT,AS,3,0,0,
CLT,EV,1,0,0,
CLT,EV,2,0,0,
CLT,EV,3,0,0,
MKE,F9,1,0,0,
MKE,F9,2,15,27,0.6428571428571429
MKE,F9,3,0,0,
MKE,UA,1,0,0,
MKE,UA,2,0,0,
MKE,UA,3,0,0,
MKE,B6,1,0,0,
MKE,B6,2,0,0,
MKE,B6,3,0,0,
MKE,WN,1,331,48,0.1266490765171504
MKE,WN,2,318,159,0.3333333333333333
MKE,WN,3,214,135,0.3868194842406877
MKE,AA,1,0,0,
MKE,AA,2,0,0,
MKE,AA,3,0,0,
MKE,US,1,0,0,
MKE,US,2,0,0,
MKE,US,3,0,0,
MKE,DL,1,0,0,
MKE,DL,2,3,1,0.25
MKE,DL,3,0,0,
MKE,NK,1,0,0,
MKE,NK,2,0,0,
MKE,NK,3,0,0,
MKE,VX,1,0,0,
MKE,VX,2,0,0,
MKE,VX,3,0,0,
MKE,AS,1,0,0,
MKE,AS,2,0,0,
MKE,AS,3,0,0,
MKE,EV,1,0,0,
MKE,EV,2,1,1,0.5
MKE,EV,3,0,0,
MSP,F9,1,0,0,
MSP,F9,2,0,0,
MSP,F9,3,0,0,
MSP,UA,1,0,0,
MSP,UA,2,0,0,
MSP,UA,3,0,0,
MSP,B6,1,0,0,
MSP,B6,2,0,0,
MSP,B6,3,0,0,
MSP,WN,1,0,0,
MSP,WN,2,20,9,0.3103448275862069
MSP,WN,3,0,3,1.0
MSP,AA,1,0,0,
MSP,AA,2,0,0,
MSP,AA,3,0,0,
MSP,US,1,0,0,
MSP,US,2,0,0,
MSP,US,3,0,0,
MSP,DL,1,231,83,0.2643312101910828
MSP,DL,2,475,285,0.375
MSP,DL,3,199,128,0.39143730886850153
MSP,NK,1,60,0,0.0
MSP,NK,2,23,70,0.7526881720430108
MSP,NK,3,1,1,0.5
MSP,VX,1,0,0,
MSP,VX,2,0,0,
MSP,VX,3,0,0,
MSP,AS,1,0,0,
MSP,AS,2,0,0,
MSP,AS,3,0,0,
MSP,EV,1,0,0,
MSP,EV,2,0,0,
MSP,EV,3,0,0,
MDT,F9,1,0,0,
MDT,F9,2,55,30,0.35294117647058826
MDT,F9,3,0,0,
MDT,UA,1,0,0,
MDT,UA,2,0,0,
MDT,UA,3,0,0,
MDT,B6,1,0,0,
MDT,B6,2,0,0,
MDT,B6,3,0,0,
MDT,WN,1,0,0,
MDT,WN,2,0,0,
MDT,WN,3,0,0,
MDT,AA,1,0,0,
MDT,AA,2,0,0,
MDT,AA,3,0,0,
MDT,US,1,0,0,
MDT,US,2,0,0,
MDT,US,3,0,0,
MDT,DL,1,0,0,
MDT,DL,2,0,0,
MDT,DL,3,0,0,
MDT,NK,1,0,0,
MDT,NK,2,0,0,
MDT,NK,3,0,0,
MDT,VX,1,0,0,
MDT,VX,2,0,0,
MDT,VX,3,0,0,
MDT,AS,1,0,0,
MDT,AS,2,0,0,
MDT,AS,3,0,0,
MDT,EV,1,0,0,
MDT,EV,2,0,0,
MDT,EV,3,0,0,
ORF,F9,1,0,0,
ORF,F9,2,0,0,
ORF,F9,3,0,0,
ORF,UA,1,0,0,
ORF,UA,2,0,0,
ORF,UA,3,0,0,
ORF,B6,1,0,0,
ORF,B6,2,0,0,
ORF,B6,3,0,0,
ORF,WN,1,215,27,0.1115702479338843
ORF,WN,2,68,59,0.4645669291338583
ORF,WN,3,32,31,0.49206349206349204
ORF,AA,1,0,0,
ORF,AA,2,0,0,
ORF,AA,3,0,0,
ORF,US,1,0,0,
ORF,US,2,0,0,
ORF,US,3,0,0,
ORF,DL,1,0,0,
ORF,DL,2,0,0,
ORF,DL,3,0,0,
ORF,NK,1,0,0,
ORF,NK,2,0,0,
ORF,NK,3,0,0,
ORF,VX,1,0,0,
ORF,VX,2,0,0,
ORF,VX,3,0,0,
ORF,AS,1,0,0,
ORF,AS,2,0,0,
ORF,AS,3,0,0,
ORF,EV,1,0,0,
ORF,EV,2,0,0,
ORF,EV,3,0,0,
BUF,F9,1,0,0,
BUF,F9,2,0,0,
BUF,F9,3,0,0,
BUF,UA,1,0,0,
BUF,UA,2,0,0,
BUF,UA,3,0,0,
BUF,B6,1,174,35,0.1674641148325359
BUF,B6,2,84,39,0.3170731707317073
BUF,B6,3,28,27,0.4909090909090909
BUF,WN,1,310,30,0.08823529411764706
BUF,WN,2,361,156,0.30174081237911027
BUF,WN,3,194,87,0.3096085409252669
BUF,AA,1,0,0,
BUF,AA,2,0,0,
BUF,AA,3,0,0,
BUF,US,1,0,0,
BUF,US,2,0,0,
BUF,US,3,0,0,
BUF,DL,1,0,0,
BUF,DL,2,0,0,
BUF,DL,3,0,0,
BUF,NK,1,0,0,
BUF,NK,2,0,0,
BUF,NK,3,0,0,
BUF,VX,1,0,0,
BUF,VX,2,0,0,
BUF,VX,3,0,0,
BUF,AS,1,0,0,
BUF,AS,2,0,0,
BUF,AS,3,0,0,
BUF,EV,1,0,0,
BUF,EV,2,0,0,
BUF,EV,3,0,0,
BNA,F9,1,0,0,
BNA,F9,2,0,0,
BNA,F9,3,0,0,
BNA,UA,1,0,0,
BNA,UA,2,0,0,
BNA,UA,3,0,0,
BNA,B6,1,0,0,
BNA,B6,2,0,0,
BNA,B6,3,0,0,
BNA,WN,1,289,110,0.2756892230576441
BNA,WN,2,295,204,0.4088176352705411
BNA,WN,3,270,252,0.4827586206896552
BNA,AA,1,0,0,
BNA,AA,2,0,0,
BNA,AA,3,0,0,
BNA,US,1,0,0,
BNA,US,2,0,0,
BNA,US,3,0,0,
BNA,DL,1,0,0,
BNA,DL,2,0,0,
BNA,DL,3,0,0,
BNA,NK,1,0,0,
BNA,NK,2,0,0,
BNA,NK,3,0,0,
BNA,VX,1,0,0,
BNA,VX,2,0,0,
BNA,VX,3,0,0,
BNA,AS,1,0,0,
BNA,AS,2,0,0,
BNA,AS,3,0,0,
BNA,EV,1,1,0,0.0
BNA,EV,2,4,1,0.2
BNA,EV,3,0,0,
HPN,F9,1,0,0,
HPN,F9,2,0,0,
HPN,F9,3,0,0,
HPN,UA,1,0,0,
HPN,UA,2,0,0,
HPN,UA,3,0,0,
HPN,B6,1,221,90,0.28938906752411575
HPN,B6,2,400,253,0.3874425727411945
HPN,B6,3,151,129,0.4607142857142857
HPN,WN,1,0,0,
HPN,WN,2,0,0,
HPN,WN,3,0,0,
HPN,AA,1,0,0,
HPN,AA,2,0,0,
HPN,AA,3,0,0,
HPN,US,1,0,0,
HPN,US,2,0,0,
HPN,US,3,0,0,
HPN,DL,1,0,0,
HPN,DL,2,0,0,
HPN,DL,3,0,0,
HPN,NK,1,0,0,
HPN,NK,2,0,0,
HPN,NK,3,0,0,
HPN,VX,1,0,0,
HPN,VX,2,0,0,
HPN,VX,3,0,0,
HPN,AS,1,0,0,
HPN,AS,2,0,0,
HPN,AS,3,0,0,
HPN,EV,1,1,0,0.0
HPN,EV,2,0,0,
HPN,EV,3,0,0,
RDU,F9,1,0,0,
RDU,F9,2,0,0,
RDU,F9,3,0,0,
RDU,UA,1,0,0,
RDU,UA,2,0,0,
RDU,UA,3,0,0,
RDU,B6,1,0,0,
RDU,B6,2,0,0,
RDU,B6,3,0,0,
RDU,WN,1,290,34,0.10493827160493827
RDU,WN,2,322,217,0.4025974025974026
RDU,WN,3,63,50,0.4424778761061947
RDU,AA,1,0,0,
RDU,AA,2,0,0,
RDU,AA,3,0,0,
RDU,US,1,0,0,
RDU,US,2,0,0,
RDU,US,3,0,0,
RDU,DL,1,0,0,
RDU,DL,2,0,0,
RDU,DL,3,0,0,
RDU,NK,1,0,0,
RDU,NK,2,0,0,
RDU,NK,3,0,0,
RDU,VX,1,0,0,
RDU,VX,2,0,0,
RDU,VX,3,0,0,
RDU,AS,1,0,0,
RDU,AS,2,0,0,
RDU,AS,3,0,0,
RDU,EV,1,0,0,
RDU,EV,2,3,0,0.0
RDU,EV,3,0,0,
ORH,F9,1,0,0,
ORH,F9,2,0,0,
ORH,F9,3,0,0,
ORH,UA,1,0,0,
ORH,UA,2,0,0,
ORH,UA,3,0,0,
ORH,B6,1,0,0,
ORH,B6,2,230,68,0.22818791946308725
ORH,B6,3,19,15,0.4411764705882353
ORH,WN,1,0,0,
ORH,WN,2,0,0,
ORH,WN,3,0,0,
ORH,AA,1,0,0,
ORH,AA,2,0,0,
ORH,AA,3,0,0,
ORH,US,1,0,0,
ORH,US,2,0,0,
ORH,US,3,0,0,
ORH,DL,1,0,0,
ORH,DL,2,0,0,
ORH,DL,3,0,0,
ORH,NK,1,0,0,
ORH,NK,2,0,0,
ORH,NK,3,0,0,
ORH,VX,1,0,0,
ORH,VX,2,0,0,
ORH,VX,3,0,0,
ORH,AS,1,0,0,
ORH,AS,2,0,0,
ORH,AS,3,0,0,
ORH,EV,1,0,0,
ORH,EV,2,0,0,
ORH,EV,3,0,0,
DAY,F9,1,0,0,
DAY,F9,2,0,0,
DAY,F9,3,0,0,
DAY,UA,1,0,0,
DAY,UA,2,0,0,
DAY,UA,3,0,0,
DAY,B6,1,0,0,
DAY,B6,2,0,0,
DAY,B6,3,0,0,
DAY,WN,1,82,4,0.046511627906976744
DAY,WN,2,170,74,0.30327868852459017
DAY,WN,3,8,10,0.5555555555555556
DAY,AA,1,0,0,
DAY,AA,2,0,0,
DAY,AA,3,0,0,
DAY,US,1,0,0,
DAY,US,2,0,0,
DAY,US,3,0,0,
DAY,DL,1,0,0,
DAY,DL,2,0,0,
DAY,DL,3,0,0,
DAY,NK,1,0,0,
DAY,NK,2,0,0,
DAY,NK,3,0,0,
DAY,VX,1,0,0,
DAY,VX,2,0,0,
DAY,VX,3,0,0,
DAY,AS,1,0,0,
DAY,AS,2,0,0,
DAY,AS,3,0,0,
DAY,EV,1,0,0,
DAY,EV,2,0,0,
DAY,EV,3,0,0,
CMH,F9,1,0,0,
CMH,F9,2,0,0,
CMH,F9,3,0,0,
CMH,UA,1,0,0,
CMH,UA,2,0,0,
CMH,UA,3,0,0,
CMH,B6,1,0,0,
CMH,B6,2,0,0,
CMH,B6,3,0,0,
CMH,WN,1,255,31,0.10839160839160839
CMH,WN,2,441,176,0.2852512155591572
CMH,WN,3,71,76,0.5170068027210885
CMH,AA,1,0,0,
CMH,AA,2,0,0,
CMH,AA,3,0,0,
CMH,US,1,0,0,
CMH,US,2,0,0,
CMH,US,3,0,0,
CMH,DL,1,0,0,
CMH,DL,2,0,0,
CMH,DL,3,0,0,
CMH,NK,1,0,0,
CMH,NK,2,0,0,
CMH,NK,3,0,0,
CMH,VX,1,0,0,
CMH,VX,2,0,0,
CMH,VX,3,0,0,
CMH,AS,1,0,0,
CMH,AS,2,0,0,
CMH,AS,3,0,0,
CMH,EV,1,0,0,
CMH,EV,2,2,0,0.0
CMH,EV,3,0,0,
ROC,F9,1,0,0,
ROC,F9,2,0,0,
ROC,F9,3,0,0,
ROC,UA,1,0,0,
ROC,UA,2,0,0,
ROC,UA,3,0,0,
ROC,B6,1,0,0,
ROC,B6,2,0,0,
ROC,B6,3,0,0,
ROC,WN,1,25,0,0.0
ROC,WN,2,283,71,0.20056497175141244
ROC,WN,3,8,7,0.4666666666666667
ROC,AA,1,0,0,
ROC,AA,2,0,0,
ROC,AA,3,0,0,
ROC,US,1,0,0,
ROC,US,2,0,0,
ROC,US,3,0,0,
ROC,DL,1,0,0,
ROC,DL,2,0,0,
ROC,DL,3,0,0,
ROC,NK,1,0,0,
ROC,NK,2,0,0,
ROC,NK,3,0,0,
ROC,VX,1,0,0,
ROC,VX,2,0,0,
ROC,VX,3,0,0,
ROC,AS,1,0,0,
ROC,AS,2,0,0,
ROC,AS,3,0,0,
ROC,EV,1,0,0,
ROC,EV,2,0,0,
ROC,EV,3,0,0,
AUS,F9,1,0,0,
AUS,F9,2,0,0,
AUS,F9,3,0,0,
AUS,UA,1,0,0,
AUS,UA,2,0,0,
AUS,UA,3,0,0,
AUS,B6,1,0,0,
AUS,B6,2,161,58,0.2648401826484018
AUS,B6,3,49,108,0.6878980891719745
AUS,WN,1,66,14,0.175
AUS,WN,2,183,123,0.4019607843137255
AUS,WN,3,88,148,0.6271186440677966
AUS,AA,1,0,0,
AUS,AA,2,0,0,
AUS,AA,3,0,0,
AUS,US,1,0,0,
AUS,US,2,0,0,
AUS,US,3,0,0,
AUS,DL,1,0,0,
AUS,DL,2,0,0,
AUS,DL,3,0,0,
AUS,NK,1,0,0,
AUS,NK,2,0,0,
AUS,NK,3,0,0,
AUS,VX,1,0,0,
AUS,VX,2,0,0,
AUS,VX,3,0,0,
AUS,AS,1,0,0,
AUS,AS,2,0,0,
